4.140000e-04 5.499410e+20 6.716590e+20 1.313465e+20 1.155140e+21 9.065865e+19 1.760000e+20 1.438205e+13 1.733675e+13 4.381445e+13 1.291550e+13 2.957630e+10 1.759560e+12 4.208030e+14 5.573355e+13 8.083205e+13 1.173825e+11 2.599530e+13 5.571490e+13 1.600194e+21 3.559846e+13 6.014951e+13 8.112057e+13
8.740000e-04 5.160585e+20 7.406620e+20 1.244440e+20 1.075365e+21 1.689910e+20 1.760000e+20 1.833140e+13 2.204780e+13 5.628170e+13 1.206225e+13 3.350570e+10 1.942460e+12 4.208030e+14 5.537265e+13 7.499690e+13 1.350765e+11 5.082280e+13 5.538615e+13 1.608531e+21 4.568505e+13 7.270711e+13 7.526782e+13
1.334000e-03 4.883790e+20 8.126965e+20 1.177593e+20 1.000700e+21 2.367890e+20 1.760000e+20 2.141320e+13 2.594635e+13 6.656065e+13 1.129430e+13 3.748675e+10 2.125580e+12 4.208030e+14 5.504500e+13 6.987210e+13 1.527675e+11 7.200515e+13 5.508105e+13 1.621980e+21 5.398308e+13 8.291390e+13 7.033494e+13
1.794000e-03 4.652320e+20 8.794075e+20 1.109203e+20 9.268480e+20 2.955570e+20 1.760000e+20 2.400450e+13 2.894425e+13 7.489895e+13 1.067790e+13 4.135090e+10 2.315155e+12 4.208030e+14 5.470010e+13 6.594735e+13 1.679800e+11 9.006540e+13 5.474570e+13 1.643102e+21 6.076226e+13 9.089876e+13 6.632502e+13
2.254000e-03 4.460990e+20 9.541805e+20 1.043602e+20 8.582845e+20 3.465795e+20 1.760000e+20 2.590035e+13 3.157260e+13 8.193720e+13 1.014305e+13 4.489625e+10 2.507180e+12 4.208030e+14 5.435385e+13 6.244765e+13 1.836925e+11 1.054640e+14 5.441025e+13 1.667826e+21 6.612418e+13 9.728833e+13 6.294864e+13
2.714000e-03 4.288055e+20 1.024230e+21 9.813016e+19 7.951415e+20 3.909305e+20 1.760000e+20 2.745940e+13 3.333835e+13 8.768775e+13 9.717425e+12 4.818960e+10 2.669865e+12 4.208030e+14 5.399755e+13 5.945650e+13 1.990615e+11 1.185905e+14 5.407230e+13 1.692756e+21 7.067677e+13 1.025948e+14 5.980440e+13
3.174000e-03 4.147645e+20 1.093995e+21 9.189904e+19 7.338270e+20 4.295495e+20 1.760000e+20 2.872505e+13 3.466825e+13 9.236695e+13 9.391105e+12 5.178145e+10 2.825675e+12 4.208030e+14 5.363245e+13 5.717935e+13 2.141120e+11 1.297755e+14 5.372535e+13 1.721998e+21 7.410324e+13 1.067724e+14 5.751910e+13
3.634000e-03 4.034560e+20 1.159490e+21 8.546443e+19 6.723480e+20 4.632260e+20 1.760000e+20 2.942635e+13 3.568440e+13 9.595455e+13 9.097585e+12 5.494210e+10 2.970170e+12 4.208030e+14 5.326935e+13 5.499675e+13 2.295240e+11 1.393175e+14 5.337700e+13 1.755147e+21 7.698595e+13 1.099643e+14 5.547235e+13
4.094000e-03 3.938665e+20 1.220260e+21 7.925829e+19 6.147570e+20 4.926400e+20 1.760000e+20 3.009470e+13 3.646055e+13 9.875075e+13 8.817670e+12 5.833195e+10 3.110960e+12 4.208030e+14 5.291065e+13 5.334025e+13 2.442430e+11 1.474320e+14 5.302755e+13 1.788964e+21 7.914140e+13 1.122270e+14 5.363216e+13
4.554000e-03 3.860460e+20 1.283490e+21 7.314923e+19 5.596220e+20 5.183230e+20 1.760000e+20 3.046070e+13 3.676535e+13 1.009355e+14 8.618000e+12 6.132855e+10 3.239935e+12 4.208030e+14 5.254065e+13 5.199290e+13 2.584390e+11 1.543730e+14 5.266860e+13 1.822851e+21 8.050490e+13 1.139640e+14 5.237277e+13
5.014000e-03 3.798625e+20 1.343765e+21 6.679372e+19 5.038415e+20 5.407970e+20 1.760000e+20 3.051290e+13 3.700205e+13 1.022570e+14 8.400990e+12 6.447975e+10 3.368290e+12 4.208030e+14 5.216225e+13 5.082715e+13 2.715170e+11 1.602140e+14 5.232200e+13 1.861579e+21 8.151870e+13 1.148475e+14 5.123264e+13
5.474000e-03 3.769650e+20 1.400890e+21 6.011604e+19 4.468905e+20 5.604465e+20 1.760000e+20 3.033335e+13 3.696280e+13 1.031610e+14 8.237240e+12 6.739070e+10 3.487145e+12 4.208030e+14 5.177730e+13 4.973895e+13 2.862315e+11 1.651155e+14 5.196215e+13 1.903407e+21 8.216260e+13 1.154051e+14 5.017929e+13
5.934000e-03 3.729755e+20 1.454960e+21 5.379306e+19 3.944695e+20 5.776695e+20 1.760000e+20 3.026460e+13 3.707325e+13 1.036540e+14 8.062590e+12 7.046240e+10 3.601780e+12 4.208030e+14 5.140230e+13 4.877040e+13 2.994675e+11 1.692355e+14 5.161115e+13 1.944638e+21 8.239730e+13 1.156764e+14 4.923599e+13
