4.140000e-04 5.719270e+20 6.331140e+20 1.493245e+21 2.823310e+01 1.346305e+21 1.078600e+20 5.709660e+12 6.506620e+12 1.710055e+13 1.017755e+13 2.959630e+10 1.681580e+12 3.044615e-08 4.208030e+14 3.963005e+13 9.090600e+13 1.011850e+11 6.840645e+13 1.340501e+13 2.816394e+13 2.280215e+13
8.740000e-04 5.426150e+20 6.854630e+20 1.397680e+21 2.687595e+01 1.257805e+21 2.007755e+20 1.099280e+13 1.253730e+13 3.313865e+13 9.590120e+12 3.321190e+10 1.825405e+12 1.355635e-07 4.208030e+14 3.898800e+13 8.538045e+13 1.147905e+11 6.432160e+13 2.595982e+13 4.509044e+13 2.144052e+13
1.334000e-03 5.166165e+20 7.448250e+20 1.308375e+21 2.556410e+01 1.175320e+21 2.808835e+20 1.533425e+13 1.749095e+13 4.653050e+13 9.087400e+12 3.661655e+10 1.976980e+12 -7.724240e-08 4.208030e+14 3.835700e+13 8.083470e+13 1.270395e+11 6.088065e+13 3.640290e+13 5.881694e+13 2.029358e+13
1.794000e-03 4.970855e+20 8.033815e+20 1.225355e+21 2.430515e+01 1.098855e+21 3.500440e+20 1.887040e+13 2.152520e+13 5.769210e+13 8.687635e+12 3.998930e+10 2.121305e+12 2.800930e-08 4.208030e+14 3.773635e+13 7.698840e+13 1.384330e+11 5.796700e+13 4.511830e+13 6.989973e+13 1.932237e+13
2.254000e-03 4.791170e+20 8.589445e+20 1.143950e+21 2.303205e+01 1.024070e+21 4.098420e+20 2.175280e+13 2.472750e+13 6.694395e+13 8.332145e+12 4.329900e+10 2.274720e+12 -3.539880e-08 4.208030e+14 3.710575e+13 7.332935e+13 1.502360e+11 5.521005e+13 5.233982e+13 7.887791e+13 1.840331e+13
2.714000e-03 4.646890e+20 9.170015e+20 1.069035e+21 2.182535e+01 9.554395e+20 4.616065e+20 2.407755e+13 2.736870e+13 7.455715e+13 8.025975e+12 4.641760e+10 2.419700e+12 -1.021195e-08 4.208030e+14 3.648145e+13 7.037000e+13 1.615550e+11 5.294930e+13 5.826070e+13 8.604659e+13 1.764977e+13
3.174000e-03 4.507665e+20 9.763080e+20 1.000280e+21 2.068705e+01 8.926095e+20 5.064415e+20 2.586185e+13 2.941570e+13 8.095075e+13 7.780180e+12 4.930505e+10 2.571285e+12 2.512335e-08 4.208030e+14 3.585525e+13 6.792645e+13 1.743595e+11 5.111800e+13 6.314245e+13 9.187999e+13 1.703935e+13
3.634000e-03 4.406425e+20 1.032960e+21 9.317390e+20 1.952175e+01 8.301340e+20 5.452810e+20 2.722225e+13 3.104320e+13 8.618945e+13 7.581645e+12 5.236155e+10 2.704605e+12 -1.147680e-07 4.208030e+14 3.522515e+13 6.571755e+13 1.859635e+11 4.949735e+13 6.710945e+13 9.672132e+13 1.649918e+13
4.094000e-03 4.328565e+20 1.088750e+21 8.663465e+20 1.838060e+01 7.706800e+20 5.789975e+20 2.813275e+13 3.226445e+13 9.031610e+13 7.435340e+12 5.528045e+10 2.828200e+12 1.050450e-07 4.208030e+14 3.456930e+13 6.401870e+13 1.973205e+11 4.825810e+13 7.030980e+13 1.007150e+14 1.608601e+13
4.554000e-03 4.267810e+20 1.140965e+21 8.032630e+20 1.725155e+01 7.134730e+20 6.083030e+20 2.891400e+13 3.324280e+13 9.387075e+13 7.272130e+12 5.838005e+10 2.963495e+12 -8.879565e-08 4.208030e+14 3.393965e+13 6.249870e+13 2.096205e+11 4.716820e+13 7.289752e+13 1.036864e+14 1.572268e+13
5.014000e-03 4.224305e+20 1.192450e+21 7.449295e+20 1.618215e+01 6.607060e+20 6.336985e+20 2.936875e+13 3.403650e+13 9.668000e+13 7.212505e+12 6.123865e+10 3.084595e+12 1.555490e-07 4.208030e+14 3.327080e+13 6.127930e+13 2.205680e+11 4.630135e+13 7.467985e+13 1.060921e+14 1.543386e+13
