4.140000e-04 5.906580e+20 5.835805e+20 1.316526e+20 1.158745e+21 9.063770e+19 1.760000e+20 1.197045e+13 1.891325e+13 4.620940e+13 2.777845e+12 1.246500e+11 1.475105e+12 4.208030e+14 5.597135e+13 1.024815e+14 8.740130e+10 2.611420e+13 5.598500e+13 1.596303e+21 3.374585e+13 5.031861e+13
8.740000e-04 5.976880e+20 5.939070e+20 1.240482e+20 1.070875e+21 1.688355e+20 1.760000e+20 1.522740e+13 2.417395e+13 5.974020e+13 2.801650e+12 1.277065e+11 1.499590e+12 4.208030e+14 5.585340e+13 1.032845e+14 8.996890e+10 5.125250e+13 5.590365e+13 1.613574e+21 4.345725e+13 6.380274e+13
1.334000e-03 6.078970e+20 6.067690e+20 1.167486e+20 9.896305e+20 2.363240e+20 1.760000e+20 1.779410e+13 2.851935e+13 7.092980e+13 2.834420e+12 1.310365e+11 1.534795e+12 4.208030e+14 5.574470e+13 1.047485e+14 9.288345e+10 7.286035e+13 5.579270e+13 1.634566e+21 5.158204e+13 7.498616e+13
1.794000e-03 6.184125e+20 6.234730e+20 1.093128e+20 9.098460e+20 2.945895e+20 1.760000e+20 1.981870e+13 3.200355e+13 8.031960e+13 2.881005e+12 1.349185e+11 1.572560e+12 4.208030e+14 5.563685e+13 1.060035e+14 9.731870e+10 9.144890e+13 5.568475e+13 1.663566e+21 5.835243e+13 8.445184e+13
2.254000e-03 6.316255e+20 6.387075e+20 1.023260e+20 8.374610e+20 3.449120e+20 1.760000e+20 2.142225e+13 3.476240e+13 8.808250e+13 2.931440e+12 1.400110e+11 1.609200e+12 4.208030e+14 5.553185e+13 1.079425e+14 1.015090e+11 1.074420e+14 5.558575e+13 1.692726e+21 6.381456e+13 9.219861e+13
2.714000e-03 6.444440e+20 6.594265e+20 9.526703e+19 7.667415e+20 3.883795e+20 1.760000e+20 2.265615e+13 3.693630e+13 9.436370e+13 2.994970e+12 1.454310e+11 1.653520e+12 4.208030e+14 5.542675e+13 1.098920e+14 1.058090e+11 1.212150e+14 5.548630e+13 1.727163e+21 6.819823e+13 9.855881e+13
3.174000e-03 6.589490e+20 6.784180e+20 8.833926e+19 6.995870e+20 4.259575e+20 1.760000e+20 2.360475e+13 3.832920e+13 9.952520e+13 3.057610e+12 1.511860e+11 1.699370e+12 4.208030e+14 5.532915e+13 1.117850e+14 1.115540e+11 1.330780e+14 5.538315e+13 1.763370e+21 7.158765e+13 1.034999e+14
3.634000e-03 6.743785e+20 7.007630e+20 8.174304e+19 6.376195e+20 4.584445e+20 1.760000e+20 2.422080e+13 3.966085e+13 1.034410e+14 3.125070e+12 1.569295e+11 1.748890e+12 4.208030e+14 5.523070e+13 1.137595e+14 1.170330e+11 1.432930e+14 5.528625e+13 1.799667e+21 7.427645e+13 1.076374e+14
4.094000e-03 6.874960e+20 7.218450e+20 7.477519e+19 5.741480e+20 4.865365e+20 1.760000e+20 2.455680e+13 4.043740e+13 1.068235e+14 3.188175e+12 1.627370e+11 1.806975e+12 4.208030e+14 5.512810e+13 1.158735e+14 1.229005e+11 1.520830e+14 5.519320e+13 1.841931e+21 7.633045e+13 1.106524e+14
4.554000e-03 7.044980e+20 7.462580e+20 6.800695e+19 5.143700e+20 5.108450e+20 1.760000e+20 2.486205e+13 4.101035e+13 1.092675e+14 3.263015e+12 1.700665e+11 1.863990e+12 4.208030e+14 5.503160e+13 1.181215e+14 1.278045e+11 1.596510e+14 5.509420e+13 1.884084e+21 7.795665e+13 1.133857e+14
5.014000e-03 7.216225e+20 7.714990e+20 6.112550e+19 4.553960e+20 5.318715e+20 1.760000e+20 2.513945e+13 4.127370e+13 1.108005e+14 3.354125e+12 1.766800e+11 1.918785e+12 4.208030e+14 5.493075e+13 1.205455e+14 1.334100e+11 1.661850e+14 5.499280e+13 1.928927e+21 7.876455e+13 1.152498e+14
5.474000e-03 7.348945e+20 7.965010e+20 5.458705e+19 4.009740e+20 5.500640e+20 1.760000e+20 2.499945e+13 4.143700e+13 1.120000e+14 3.437920e+12 1.838355e+11 1.980600e+12 4.208030e+14 5.483135e+13 1.226210e+14 1.384330e+11 1.718115e+14 5.490165e+13 1.971911e+21 7.931108e+13 1.161925e+14
5.934000e-03 7.531475e+20 8.218500e+20 4.786375e+19 3.465870e+20 5.657810e+20 1.760000e+20 2.487060e+13 4.134185e+13 1.125940e+14 3.520485e+12 1.909200e+11 2.049090e+12 4.208030e+14 5.472400e+13 1.251450e+14 1.436990e+11 1.766515e+14 5.480375e+13 2.017407e+21 7.969610e+13 1.172067e+14
6.394000e-03 7.687045e+20 8.460500e+20 4.126762e+19 2.947100e+20 5.793450e+20 1.760000e+20 2.469540e+13 4.082785e+13 1.131255e+14 3.604555e+12 1.975625e+11 2.106490e+12 4.208030e+14 5.462910e+13 1.277925e+14 1.495905e+11 1.808050e+14 5.470315e+13 2.062377e+21 7.964135e+13 1.173646e+14
6.854000e-03 7.875210e+20 8.720410e+20 3.454284e+19 2.432715e+20 5.909995e+20 1.760000e+20 2.429545e+13 4.052930e+13 1.131010e+14 3.688380e+12 2.047875e+11 2.171510e+12 4.208030e+14 5.452240e+13 1.303640e+14 1.550380e+11 1.843880e+14 5.459350e+13 2.108033e+21 7.940584e+13 1.175758e+14
7.314000e-03 8.045190e+20 8.987020e+20 2.801891e+19 1.947120e+20 6.009055e+20 1.760000e+20 2.400885e+13 3.987435e+13 1.125885e+14 3.778585e+12 2.112320e+11 2.234090e+12 4.208030e+14 5.440985e+13 1.327055e+14 1.597535e+11 1.874460e+14 5.449435e+13 2.154405e+21 7.870825e+13 1.172142e+14
